"city","stateprovincename","country","customerkey","geographykey","maritalstatus","yearlyincome","datefirstpurchase","fullname"
"Watford","England","United Kingdom",27783,273,"M","30000.00","2022-04-02","Mrs Isabel Bradley"
"Villeneuve-d'Ascq","Nord","France",27784,190,"S","10000.00","2022-11-20","Mr Shane Arun"
"Esher-Molesey","England","United Kingdom",27785,237,"M","30000.00","2022-07-24","Mr Sebastian Bell"
"Peterborough","England","United Kingdom",27786,265,"S","20000.00","2022-09-05","Ms Cynthia Raman"
"Hannover","Nordrhein-Westfalen","Germany",27787,157,"M","30000.00","2022-02-25","Mr Gerald Ramos"
"Warrington","England","United Kingdom",27788,272,"S","10000.00","2022-03-11","Mr Brent Lin"
"W. York","England","United Kingdom",27789,270,"M","20000.00","2022-08-30","Mr Nicolas Goldberg"
"London","England","United Kingdom",27790,257,"S","20000.00","2022-09-05","Ms Molly Srini"
"München","Hessen","Germany",27791,134,"S","20000.00","2022-03-02","Ms Shawna Deng"
"Kassel","Hessen","Germany",27792,133,"S","20000.00","2022-03-10","Ms Jacquelyn Alonso"
"Colombes","Hauts de Seine","France",27793,215,"S","10000.00","2023-01-05","Mr Mitchell Shan"
"Reading","England","United Kingdom",27794,266,"M","40000.00","2022-03-03","Mrs Dawn Kumar"
"Paris","Seine (Paris)","France",27795,192,"S","40000.00","2022-07-03","Ms Holly Vance"
"Paris","Seine (Paris)","France",27796,200,"S","40000.00","2022-08-03","Mr Jarrod Patel"
"Duesseldorf","Hessen","Germany",27797,130,"M","40000.00","2022-05-30","Mr Melvin Deng"
"Neunkirchen","Saarland","Germany",27798,171,"M","40000.00","2022-07-13","Mr Brandon Bryant"
"Watford","England","United Kingdom",27799,273,"S","80000.00","2022-01-18","Mr Bryce Watson"
"York","England","United Kingdom",27800,277,"S","80000.00","2022-02-02","Ms Regina Suri"
"Frankfurt","Hessen","Germany",27801,131,"M","30000.00","2022-02-28","Mrs Kaitlyn Cooper"
"Cheltenham","England","United Kingdom",27802,236,"S","30000.00","2022-09-17","Ms Robyn Romero"
"Pantin","Seine Saint Denis","France",27803,222,"S","30000.00","2022-05-13","Ms Theresa Suarez"
"Gloucestershire","England","United Kingdom",27804,239,"S","30000.00","2022-09-25","Mr Shaun Xu"
"Croix","Nord","France",27805,185,"S","30000.00","2022-11-11","Ms Barbara Ye"
"Maidenhead","England","United Kingdom",27806,258,"S","30000.00","2022-02-19","Ms Krista Sanz"
"Boulogne-Billancourt","Hauts de Seine","France",27807,214,"S","20000.00","2022-02-17","Mr Shaun Kumar"
"Chatou","Yveline","France",27808,207,"M","30000.00","2022-11-13","Mr Christopher Clark"
"Werne","Nordrhein-Westfalen","Germany",27809,162,"M","40000.00","2022-07-18","Mrs Arianna Sanchez"
"Gateshead","England","United Kingdom",27810,238,"M","40000.00","2022-12-14","Mrs Meghan Munoz"
"Kassel","Hessen","Germany",27811,133,"M","40000.00","2022-07-20","Mr Darren Vazquez"
"Paris","Seine (Paris)","France",27812,202,"S","20000.00","2022-08-18","Ms Alison Lal"
"Frankfurt","Bayern","Germany",27813,118,"S","20000.00","2022-08-18","Mr Roy Vance"
"Münster","Saarland","Germany",27814,170,"S","30000.00","2022-03-16","Ms Katrina Shan"
"Peterborough","England","United Kingdom",27815,265,"M","30000.00","2022-02-15","Mrs Jamie Chow"
"Croix","Nord","France",27816,185,"S","20000.00","2022-05-24","Mr Erick Kapoor"
"Liverpool","England","United Kingdom",27817,268,"M","40000.00","2022-12-17","Mrs Sandra Hu"
"Warrington","England","United Kingdom",27818,272,"M","40000.00","2022-12-27","Mrs Candice Hu"
"Watford","England","United Kingdom",27819,273,"M","40000.00","2022-01-14","Mrs Michele Martin"
"Woolston","England","United Kingdom",27820,276,"M","40000.00","2021-12-29","Mr Joel Patel"
"York","England","United Kingdom",27821,279,"M","40000.00","2022-02-12","Mr Leonard Deng"
"York","England","United Kingdom",27822,277,"S","30000.00","2022-07-24","Mr Jerry Lal"
"Hamburg","Hamburg","Germany",27823,147,"M","40000.00","2022-07-05","Mrs Joan Gao"
"Orleans","Loiret","France",27824,183,"S","30000.00","2022-11-01","Ms Michele Moreno"
"Bottrop","Nordrhein-Westfalen","Germany",27825,155,"S","30000.00","2022-04-25","Ms Christy Zimmerman"
"München","Nordrhein-Westfalen","Germany",27826,159,"S","30000.00","2022-04-21","Mr Nicolas Xu"
"Birmingham","England","United Kingdom",27827,232,"M","30000.00","2022-11-07","Mrs Meagan Malhotra"
"London","England","United Kingdom",27828,246,"M","30000.00","2022-03-23","Mr Ernest Gao"
"Paris","Seine (Paris)","France",27829,199,"S","30000.00","2022-12-03","Mr Jorge Wang"
"Paderborn","Nordrhein-Westfalen","Germany",27830,160,"S","20000.00","2022-11-08","Mr Caleb Hall"
"Bonn","Hamburg","Germany",27831,142,"S","20000.00","2023-01-23","Mr Clinton Vazquez"
"Erlangen","Bayern","Germany",27832,117,"S","30000.00","2022-08-11","Ms Margaret Powell"
"London","England","United Kingdom",27833,246,"S","20000.00","2022-11-18","Ms Dawn Lu"
"Orleans","Loiret","France",27834,183,"S","20000.00","2022-07-09","Ms Diana Suarez"
"Saint Ouen","Charente-Maritime","France",27835,179,"M","20000.00","2022-02-23","Mr Darren Ruiz"
"Courbevoie","Hauts de Seine","France",27836,216,"M","20000.00","2022-03-17","Mr Pedro Navarro"
"London","England","United Kingdom",27837,244,"S","20000.00","2022-02-15","Ms Kelsey Jai"
"Stuttgart","Saarland","Germany",27838,176,"M","20000.00","2022-11-24","Mrs Janelle Sai"
"Stoke-on-Trent","England","United Kingdom",27839,269,"M","40000.00","2022-03-13","Mrs Susan Li"
"Chatou","Yveline","France",27840,207,"S","10000.00","2022-05-30","Mr John Johnson"
"London","England","United Kingdom",27841,251,"M","20000.00","2022-03-19","Mr Gerald Vance"
"London","England","United Kingdom",27842,252,"M","10000.00","2022-06-28","Mrs Evelyn Arun"
"Grevenbroich","Bayern","Germany",27843,119,"S","20000.00","2022-07-09","Mr Gerald Navarro"
"Paris","Seine (Paris)","France",27844,194,"M","10000.00","2022-06-18","Mr Arturo Li"
"Drancy","Seine Saint Denis","France",27845,221,"S","30000.00","2022-11-02","Mr Angel Wright"
"Paris","Seine (Paris)","France",27846,201,"M","30000.00","2022-12-03","Mr Albert Rubio"
"Warrington","England","United Kingdom",27847,271,"M","10000.00","2022-06-18","Mrs Kristina Rana"
"York","England","United Kingdom",27848,279,"M","10000.00","2022-10-28","Mr Fernando Perez"
"Bobigny","Seine Saint Denis","France",27849,220,"M","20000.00","2022-11-07","Mr Dalton Adams"
"Saint-Denis","Seine Saint Denis","France",27850,223,"S","20000.00","2022-03-27","Mr Jason Green"
"Paris","Seine (Paris)","France",27851,197,"M","20000.00","2022-04-08","Mrs Diana Martin"
"London","England","United Kingdom",27852,251,"M","20000.00","2022-09-11","Mr Jamie Ramos"
"Saint Germain en Laye","Yveline","France",27853,208,"S","10000.00","2022-09-22","Ms Amy Zheng"
"Paris","Seine (Paris)","France",27854,204,"S","10000.00","2022-12-02","Mr Marc Rubio"
"Ingolstadt","Bayern","Germany",27855,121,"S","20000.00","2022-11-02","Ms Lisa Ye"
"Runcorn","England","United Kingdom",27856,267,"M","30000.00","2022-09-26","Mrs Bonnie Tang"
"Lieusaint","Seine et Marne","France",27857,205,"S","10000.00","2022-03-14","Ms Brandi Munoz"
"Bonn","Hamburg","Germany",27858,143,"S","10000.00","2022-07-20","Ms Anders Skjønaa"
"Salzgitter","Hessen","Germany",27859,135,"M","20000.00","2022-04-12","Mr Danny Carlson"
"Lane Cove","New South Wales","Australia",27860,5,"M","10000.00","2022-12-21","Mr Hector Martin"
"Sunbury","Victoria","Australia",27861,39,"S","10000.00","2022-12-20","Ms Karen He"
"Hawthorne","Queensland","Australia",27862,24,"M","10000.00","2022-12-21","Mrs Joanna Alonso"
"Newcastle","New South Wales","Australia",27863,10,"M","20000.00","2022-12-18","Mrs Carolyn Ruiz"
"North Ryde","New South Wales","Australia",27864,11,"S","20000.00","2022-06-02","Mr Shaun Luo"
"Port Macquarie","New South Wales","Australia",27865,13,"M","10000.00","2022-06-07","Mrs Destiny Butler"
"South Melbourne","Victoria","Australia",27866,38,"S","10000.00","2022-07-06","Mr Sergio Raman"
"Lavender Bay","New South Wales","Australia",27867,6,"M","10000.00","2022-08-07","Mr Alberto Blanco"
"Newcastle","New South Wales","Australia",27868,10,"S","10000.00","2022-09-29","Ms Jessie Rubio"
"Lane Cove","New South Wales","Australia",27869,5,"S","10000.00","2022-10-23","Ms Shawna Shan"
"Warrnambool","Victoria","Australia",27870,40,"S","10000.00","2022-11-12","Mr Ryan Davis"
"Townsville","Queensland","Australia",27871,27,"M","10000.00","2022-12-23","Mrs Faith Cook"
"Rockhampton","Queensland","Australia",27872,26,"S","20000.00","2022-12-17","Mr Ivan Martinez"
"Wollongong","New South Wales","Australia",27873,19,"M","20000.00","2021-12-28","Mrs Dawn Xu"
"Coffs Harbour","New South Wales","Australia",27874,2,"S","20000.00","2022-03-11","Mr Randy Zhao"
"Rockhampton","Queensland","Australia",27875,26,"S","10000.00","2022-03-11","Ms Pamela Patel"
"Bendigo","Victoria","Australia",27876,32,"M","10000.00","2022-06-27","Mr Willie Deng"
"Warrnambool","Victoria","Australia",27877,40,"S","20000.00","2022-07-11","Ms Rebekah Dominguez"
"Hervey Bay","Queensland","Australia",27878,25,"S","20000.00","2022-08-03","Mr Dennis He"
"Melton","Victoria","Australia",27879,36,"M","20000.00","2022-08-11","Mr Kelvin Chander"
"Stoke-on-Trent","England","United Kingdom",27880,269,"S","40000.00","2022-04-11","Mr Curtis Hu"
"Paris","Seine (Paris)","France",27881,193,"S","20000.00","2022-12-16","Mr Raul Nath"
"Erlangen","Bayern","Germany",27882,117,"M","30000.00","2022-04-12","Mr Franklin Hu"
"Grevenbroich","Bayern","Germany",27883,119,"S","30000.00","2022-04-22","Mr Marc Hernandez"
"Hamburg","Hamburg","Germany",27884,147,"M","30000.00","2022-04-15","Mrs Jill Alonso"
"London","England","United Kingdom",27885,255,"M","30000.00","2022-09-28","Mr Marvin Torres"
"Pantin","Seine Saint Denis","France",27886,222,"S","10000.00","2022-11-06","Ms Denise Gonzalez"
"Paris","Seine (Paris)","France",27887,204,"S","10000.00","2022-05-05","Mr Eugene Zhang"
"Paris","Seine (Paris)","France",27888,192,"S","10000.00","2022-12-17","Ms Tina Rodriguez"
"Paris","Seine (Paris)","France",27889,203,"S","10000.00","2022-10-25","Ms Jodi Xie"
"Esher-Molesey","England","United Kingdom",27890,237,"S","20000.00","2022-09-12","Mr Kyle Evans"
"Leeds","England","United Kingdom",27891,243,"M","20000.00","2022-09-13","Mr Carlos Howard"
"Peterborough","England","United Kingdom",27892,265,"M","30000.00","2022-10-02","Mrs Isabella Foster"
"Villeneuve-d'Ascq","Nord","France",27893,190,"S","10000.00","2022-09-30","Mr Clinton Jiménez"
"Leeds","England","United Kingdom",27894,243,"S","20000.00","2022-10-18","Mr Gerald Sai"
"Bobigny","Seine Saint Denis","France",27895,220,"S","20000.00","2022-12-15","Mr Colin Pal"
"Runcorn","England","United Kingdom",27896,267,"M","30000.00","2022-10-27","Mr Orlando Torres"
"Braunschweig","Nordrhein-Westfalen","Germany",27897,156,"M","30000.00","2022-05-25","Mrs Robin Munoz"
"Saint Germain en Laye","Yveline","France",27898,208,"M","30000.00","2022-12-13","Mrs Trinity Bell"
"Cergy","Val d'Oise","France",27899,226,"S","30000.00","2022-12-09","Ms Mandy Xu"
"Poing","Saarland","Germany",27900,173,"S","30000.00","2022-05-18","Ms Toni Prasad"
"Runcorn","England","United Kingdom",27901,267,"M","40000.00","2022-04-19","Mrs Mariah Cooper"
"Hamburg","Hamburg","Germany",27902,147,"S","40000.00","2022-07-30","Ms Carolyn Alonso"
"Pantin","Seine Saint Denis","France",27903,222,"M","10000.00","2022-03-28","Mrs Janelle Suri"
"Gateshead","England","United Kingdom",27904,238,"M","10000.00","2022-02-24","Mr Andre Rana"
"Warrington","England","United Kingdom",27905,271,"S","10000.00","2022-06-18","Mr Mario Black"
"Oxon","England","United Kingdom",27906,264,"M","10000.00","2022-10-21","Mr Gilbert Chen"
"Esher-Molesey","England","United Kingdom",27907,237,"S","20000.00","2022-10-24","Mr Michael Taylor"
"Les Ulis","Essonne","France",27934,211,"M","70000.00","2022-12-13","Mrs Lanna Slaven"
"Berlin","Saarland","Germany",27908,165,"S","20000.00","2022-05-28","Ms Adriana Sanchez"
"London","England","United Kingdom",27909,245,"S","20000.00","2022-10-10","Ms Mayra Randall"
"Melbourne","Victoria","Australia",27910,35,"M","40000.00","2022-02-13","Mr Arturo Zhou"
"Lynnwood","Washington","United States",27911,626,"S","40000.00","2023-01-06","Mr Robert Moore"
"Redmond","Washington","United States",27912,634,"M","40000.00","2022-12-19","Mrs Caitlin Ramirez"
"Beverly Hills","California","United States",27913,300,"M","40000.00","2022-08-11","Mrs Brittney Zheng"
"Coronado","California","United States",27914,312,"S","50000.00","2022-04-12","Ms Jasmine Foster"
"Imperial Beach","California","United States",27915,329,"S","50000.00","2022-10-15","Ms Jordan Green"
"Woodland Hills","California","United States",27916,385,"S","50000.00","2022-12-22","Mr Aaron Carter"
"Cliffside","British Columbia","Canada",27921,49,"M","70000.00","2022-08-19","Mrs Sydney Long"
"Bremerton","Washington","United States",27922,611,"M","70000.00","2022-10-19","Mrs Isabella King"
"Sulzbach Taunus","Saarland","Germany",27923,178,"S","130000.00","2022-10-23","Mr Douglas Arun"
"Kiel","Saarland","Germany",27924,168,"S","130000.00","2022-03-29","Mr Jeffery He"
"Gateshead","England","United Kingdom",27925,238,"S","150000.00","2022-11-13","Mr Adam Butler"
"Saint Germain en Laye","Yveline","France",27926,208,"S","100000.00","2022-03-17","Mr Eduardo Mitchell"
"Birmingham","England","United Kingdom",27927,232,"M","120000.00","2022-12-24","Mr Omar Zhao"
"Maidenhead","England","United Kingdom",27928,258,"S","160000.00","2022-08-27","Ms Dianne Slattengren"
"Warrington","England","United Kingdom",27929,271,"S","170000.00","2022-03-23","Mr Ross Madan"
"Berlin","Hessen","Germany",27930,126,"S","110000.00","2022-04-01","Mr Clarence Sharma"
"Berlin","Hamburg","Germany",27931,138,"M","110000.00","2022-11-22","Mrs Tabitha Patel"
"Essen","Hamburg","Germany",27932,144,"S","110000.00","2022-08-09","Ms Leslie Diaz"
"Saint-Denis","Seine Saint Denis","France",27933,223,"S","80000.00","2022-11-20","Ms Amber Evans"
"Colomiers","Garonne (Haute)","France",27935,180,"M","60000.00","2022-08-26","Mr Johnny Chander"
"Croix","Nord","France",27936,185,"M","60000.00","2022-06-17","Mr Bruce Martin"
"Hamburg","Hamburg","Germany",27937,147,"S","90000.00","2022-03-18","Ms Kristine Alvarez"
"London","England","United Kingdom",27938,254,"S","130000.00","2022-07-12","Mr Ricky Serrano"
"Oxon","England","United Kingdom",27939,264,"M","130000.00","2022-04-10","Mr Lawrence Navarro"
"London","England","United Kingdom",27940,250,"S","130000.00","2022-05-11","Mr Ross Suarez"
"Grevenbroich","Bayern","Germany",27941,119,"M","80000.00","2022-06-24","Mrs Margaret Chen"
"Courbevoie","Hauts de Seine","France",27942,216,"S","90000.00","2022-01-30","Mr Marvin Diaz"
"Ingolstadt","Bayern","Germany",27943,121,"S","120000.00","2022-04-19","Ms Sabrina Alvarez"
"Kassel","Hessen","Germany",27944,133,"S","120000.00","2022-05-28","Mr Dalton Bell"
"London","England","United Kingdom",27945,250,"S","130000.00","2022-04-26","Ms Christine Andersen"
"Warrington","England","United Kingdom",27946,272,"M","170000.00","2022-11-19","Mrs Katie Holt"
"München","Hessen","Germany",27947,134,"S","110000.00","2022-10-28","Ms Alison Andersen"
"München","Hamburg","Germany",27948,150,"M","120000.00","2022-05-30","Mr Cathy Sloan"
"York","England","United Kingdom",27949,279,"S","170000.00","2022-01-04","Mr Jason Russell"
"Metz","Moselle","France",27950,184,"M","80000.00","2022-11-06","Mr Shannon Sanz"
"Paris","Seine (Paris)","France",27951,204,"S","80000.00","2022-12-14","Mr Roy Torres"
"Essen","Hamburg","Germany",27952,144,"M","90000.00","2022-06-27","Mr Roy Perez"
"Oxford","England","United Kingdom",27953,262,"M","160000.00","2022-02-12","Mrs Marie Garcia"
"Paris","Seine (Paris)","France",27954,192,"S","80000.00","2022-08-21","Ms Brenda Saunders"
"Billericay","England","United Kingdom",27955,231,"M","130000.00","2022-06-20","Mr Ramon Wu"
"Maidenhead","England","United Kingdom",27956,258,"M","130000.00","2022-02-21","Mr Terrence Jai"
"Oxford","England","United Kingdom",27957,262,"S","130000.00","2022-03-31","Ms Tabitha Suri"
"Peterborough","England","United Kingdom",27958,265,"S","150000.00","2022-12-16","Mr Marcus Clark"
"Leipzig","Nordrhein-Westfalen","Germany",27959,158,"S","110000.00","2022-08-01","Mr Armando Ramos"
"Paderborn","Nordrhein-Westfalen","Germany",27960,160,"M","110000.00","2022-04-20","Mr Randall Alonso"
"Newport Beach","California","United States",27989,345,"M","30000.00","2023-01-07","Mr Joseph Thomas"
"Boulogne-sur-Mer","Pas de Calais","France",27961,191,"M","70000.00","2022-03-23","Mr Alejandro Zheng"
"Lille","Nord","France",27962,187,"S","80000.00","2022-07-30","Ms Rebekah Martin"
